i,position,all_changes,any_changes,jaccards,sequence,model,dataset,determinism,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mutation_params,generation_strategy,timestamp
315,49,8.043,23.671,81.446,"137,382,1468,554,1242,2235,1229,171,20,1099,88,634,2031,211,757,112,176,2962,1110,991,284,1353,724,372,27,98,327,521,1731,1345,1658,274,1320,190,1476,1540,632,1009,1002,983,548,1146,105,2026,328,980,318,61,500,69",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
316,49,38.516,74.305,37.329,"172,1529,1076,161,547,1345,1654,344,20,1201,793,86,323,636,39,377,598,1910,1143,207,1821,832,34,1285,681,420,2142,734,674,534,631,1028,1116,61,17,89,117,190,215,1042,1500,453,564,1590,652,761,5,316,2057,350",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
317,49,13.846,75.277,51.575,"1466,52,48,106,1457,277,2066,322,663,2589,175,2903,10,267,2067,125,2484,1731,673,178,356,168,68,112,245,1646,530,665,148,55,1640,2713,142,302,1065,281,1607,337,1452,1459,1240,2586,2501,1762,2034,983,128,313,1587,7",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
319,49,9.258,61.404,58.33,"716,568,891,1745,383,2183,731,522,1352,1746,253,793,1182,872,901,1334,275,201,400,1305,1209,90,1412,772,578,1177,919,815,447,691,728,557,640,1375,1366,843,592,401,1331,515,736,559,574,657,1038,623,1317,607,809,718",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
321,49,86.613,97.949,6.785,"356,516,539,284,1164,2154,234,464,98,1424,734,362,705,173,2268,892,505,1401,511,897,376,244,1201,457,453,306,1879,1277,230,324,391,5,50,35,1615,903,1439,351,956,1187,253,190,289,804,439,345,687,528,2900,433",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
322,49,26.073,56.329,53.562,"73,576,1844,2582,2465,85,41,757,56,1211,816,336,564,731,1501,515,1314,702,2884,425,1186,199,1375,535,244,315,1434,1182,149,741,716,1352,677,1177,826,84,604,1951,1305,1393,427,636,1255,835,292,1688,1042,1833,4,545",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
323,49,43.212,86.856,25.903,"995,23,999,1006,1018,970,190,468,114,897,971,156,289,1904,776,61,1015,755,784,606,161,809,99,604,1076,559,556,2502,983,317,256,243,2032,1093,71,125,1071,1467,22,1116,135,1521,1863,2856,835,1846,382,540,214,3206",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
324,49,22.321,79.433,39.292,"265,729,1155,1285,1110,7,187,3145,111,58,63,1229,1042,79,1070,152,647,1475,712,721,206,156,741,1019,529,1639,1178,441,1001,1035,1221,219,468,769,339,560,978,247,1015,744,843,755,588,1085,648,576,1081,498,200,976",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
325,49,38.92,78.596,33.802,"350,1070,3021,113,1201,39,795,278,1155,110,2238,392,426,980,877,1650,1060,846,2848,1472,199,100,466,636,1146,696,645,455,1645,2135,945,1347,402,898,913,2246,1692,1594,1335,657,328,876,2885,943,1965,2959,2620,105,734,61",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
327,49,11.336,52.092,54.301,"7,79,152,200,213,1471,721,215,140,187,349,616,256,588,1372,386,1836,95,278,703,58,690,1004,273,741,756,1114,1023,991,114,529,644,712,111,387,3056,857,190,376,2235,265,1019,196,91,587,1227,1214,496,189,2538",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
328,49,34.602,91.066,26.56,"885,734,218,1332,199,455,876,1335,877,865,920,1347,1367,129,983,918,133,530,1333,1861,151,265,79,466,152,524,241,1832,121,874,884,899,70,306,1688,850,1921,895,74,131,892,126,502,932,1086,223,2260,915,1841,878",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
329,49,43.914,92.767,20.72,"306,219,2140,245,168,129,52,110,2484,454,507,49,356,543,510,1097,165,528,492,377,318,286,511,96,497,448,897,372,156,190,133,114,93,971,167,1673,433,63,265,149,61,529,663,260,210,30,247,337,715,906",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
330,49,6.1,99.352,37.104,"647,241,297,188,531,151,376,149,1108,2854,118,1157,147,387,1001,206,59,189,857,844,84,1113,896,91,61,841,976,645,892,643,20,981,432,98,125,1242,952,377,995,1241,247,744,8,105,207,598,1033,227,1620,1420",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
331,49,12.281,48.961,43.886,"63,715,995,65,78,323,1009,644,1015,27,677,2697,190,215,587,647,897,738,295,1249,156,433,857,161,776,61,604,120,763,725,620,1714,556,969,642,755,2557,1134,1656,1185,1210,125,210,1017,592,741,759,1019,529,1018",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
332,49,24.184,24.184,57.828,"93,343,157,375,2,362,378,501,5,152,439,2223,370,2399,1524,79,516,506,165,315,1872,445,539,804,355,107,1259,359,374,244,11,797,491,538,923,1630,461,521,63,434,892,241,815,904,40,770,2056,172,522,34",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
333,49,19.082,19.082,66.726,"1212,901,718,123,207,172,336,61,353,190,161,1059,134,1420,686,734,114,897,631,87,433,252,606,809,1191,1727,1260,1210,1718,34,142,378,165,528,332,1201,291,568,90,872,538,1182,557,746,826,149,467,891,1136,522",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
334,49,53.657,98.92,17.12,"648,765,1026,389,11,1524,22,17,34,9,589,597,1047,613,621,633,391,36,31,5,38,683,1077,581,2,1035,35,2209,924,244,47,18,1178,1021,26,292,48,662,20,740,1116,965,1150,595,274,1119,46,630,356,336",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
335,49,16.464,51.147,53.01,"281,421,649,1466,1636,709,1512,175,727,2050,1452,6,1062,1099,1493,609,1762,83,1261,3,646,1652,934,65,829,412,548,208,1545,425,1529,1257,222,471,1195,465,1196,2306,1510,1455,1513,2314,46,77,1453,1279,697,85,586,366",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
336,49,7.908,65.236,58.943,"124,1825,1833,2234,846,395,209,917,1840,1301,84,398,1383,339,1450,1238,1451,1232,560,2233,1241,961,247,122,1446,744,986,946,1010,1040,1150,432,1159,1116,601,1127,1536,1129,214,213,375,1132,869,991,595,274,1119,2014,1117,1122",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
337,49,8.151,42.321,69.859,"1028,284,354,1302,480,258,432,530,1683,1107,511,436,142,525,2572,21,47,157,1647,2323,281,1872,612,995,26,830,500,1488,397,1547,3406,2439,342,61,39,808,365,1015,1673,494,307,34,11,208,468,924,18,633,35,391",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
338,49,38.704,89.123,23.748,"11,589,597,609,208,1047,613,633,610,441,31,671,47,1077,1178,26,1221,672,516,353,513,5,789,791,1997,70,292,1136,274,882,1388,881,869,1116,214,326,912,604,105,2188,2848,336,58,749,1476,435,1229,1110,670,93",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
339,49,11.876,11.876,55.782,"879,937,1210,1064,935,1718,129,630,52,1263,260,560,1241,30,247,530,487,2110,1273,1233,79,429,1269,152,211,205,329,1240,923,462,1259,703,800,1472,1004,243,466,3044,1235,94,91,1563,241,1673,306,1559,229,121,746,2493",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
341,49,10.661,35.358,52.318,"581,1028,610,1001,924,389,1426,869,2624,1115,595,1131,214,1268,1122,1127,2468,2237,2369,1536,1537,1006,1296,2367,1116,1571,1962,1978,3008,2950,2387,2968,1297,2353,2975,1733,2389,2380,2374,1249,976,995,677,1134,190,63,114,529,134,776",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
347,49,29.717,29.717,60.268,"69,1936,517,545,268,994,861,39,959,168,24,49,2646,258,128,1043,53,2640,509,548,652,1856,369,867,789,874,2493,877,516,70,328,933,316,920,436,937,355,129,68,2822,2628,816,366,617,1846,133,492,530,226,93",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
348,49,4.211,84.912,51.048,"1299,274,757,626,199,1311,5,742,184,538,712,34,597,609,833,535,731,553,46,393,689,643,1309,1314,372,789,208,1352,677,699,425,392,640,169,397,515,177,815,522,580,401,1237,1257,84,1517,1366,730,738,691,1265",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
350,49,4.345,30.256,80.577,"1000,2401,893,832,445,546,1713,267,520,597,609,610,651,940,38,350,1486,3132,3181,316,327,518,1614,416,958,221,545,1435,2706,2630,2484,2092,531,56,2629,1106,2649,2716,384,2215,2567,863,2019,227,2588,244,2052,317,1,1110",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
351,49,44.399,98.893,14.666,"38,609,715,13,176,42,53,152,9,499,292,265,1536,351,274,50,613,906,651,516,1591,43,530,885,643,674,60,588,1060,313,190,20,770,505,177,1527,633,1151,344,306,469,466,47,1047,872,1346,219,525,329,196",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
352,49,40.486,86.073,25.732,"468,114,742,201,703,206,33,190,151,149,196,61,644,1227,1554,167,1249,623,857,844,529,1738,288,681,559,768,1017,679,620,1042,776,648,718,312,1618,676,87,1079,642,120,1185,1082,1605,1686,1342,1104,1418,1134,576,1083",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
353,49,5.29,40.081,69.005,"2554,3303,1119,329,2120,1240,1535,997,912,1869,883,1397,1116,1127,1129,214,375,432,2369,1123,1536,595,1131,213,1509,264,1117,1531,1118,1122,2371,2840,2468,1112,269,1542,636,1144,1568,585,1152,1723,2021,9,589,613,38,18,1047,219",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
355,49,5.749,5.749,71.227,"1186,199,1271,1309,564,548,1290,372,1051,702,1658,2619,2254,1314,1642,833,516,580,1043,2139,515,286,177,335,553,1963,1865,693,425,772,172,261,2223,467,1660,792,1626,1277,90,1253,1352,1257,1929,815,731,738,2097,872,1052,1691",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
356,49,76.734,91.309,10.857,"80,161,904,126,513,1086,777,1193,1089,1103,648,182,92,1037,879,124,859,134,2139,172,243,897,588,920,150,576,1712,151,131,1830,413,344,433,60,117,192,845,3197,1862,114,631,850,1869,1671,1119,732,39,1098,127,226",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
357,49,15.87,15.87,64.169,"2100,3285,1199,1717,1209,2635,317,2176,878,146,657,2159,161,67,1079,1191,128,1301,1614,631,745,1104,1554,1231,2503,917,2556,832,1225,1598,2065,92,1965,2868,2445,176,1599,2344,1650,958,1839,331,1290,199,731,53,24,553,766,2125",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
359,49,9.447,65.587,47.193,"996,2348,1010,219,956,883,1254,630,663,1922,1964,1629,1284,1492,1462,1261,1562,1535,1613,586,259,1583,795,1259,1584,1941,3184,344,895,2016,306,1369,1739,1802,293,2427,884,1832,849,59,3296,489,138,2675,475,1561,922,2015,969,851",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
360,49,9.123,43.509,53.253,"1483,645,147,164,1337,3613,768,1712,1704,844,2250,2423,3279,2293,858,760,1011,1440,841,158,1475,971,1214,167,138,376,910,127,513,320,851,297,777,2649,1989,1203,904,1391,2175,87,754,1838,1860,642,2783,1272,2099,223,880,1666",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
361,49,18.785,95.223,26.622,"128,729,214,670,211,1473,79,91,301,265,118,971,245,1538,836,983,2611,106,97,1625,1546,1845,1613,835,205,45,289,215,630,322,39,1263,2265,524,1040,41,597,609,1047,219,22,432,595,2578,791,550,284,239,125,634",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
362,49,19.703,19.703,63.616,"815,522,640,2226,1347,1460,2220,687,739,353,746,577,691,1749,792,761,789,2892,794,1310,1436,1253,1335,584,1857,1672,1757,1197,809,1366,397,1380,1334,591,910,1358,1076,622,1430,333,1226,1055,194,1166,747,1785,1787,871,1686,658",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
363,49,13.225,90.202,38.736,"1373,176,581,435,835,123,2462,2567,2289,2159,2423,1887,1881,3703,2709,356,438,41,484,338,434,313,239,2336,28,1025,2653,3286,1788,2139,2751,3252,2420,1310,3454,7,1406,2001,1830,1267,254,980,185,2048,999,51,1541,68,861,542",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
364,49,93.387,93.387,3.595,"1725,2571,2480,1284,1941,586,3044,216,209,1004,1508,1383,425,643,20,742,607,559,1466,709,110,6,987,724,720,89,418,1523,412,429,548,154,770,415,804,222,284,919,413,1576,393,1347,942,2032,421,1241,1619,52,106,1962",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
367,49,8.772,49.987,54.438,"563,23,548,130,8,169,14,866,796,759,20,717,24,744,129,218,237,19,152,281,800,766,465,401,2363,199,336,1640,1257,464,180,1546,133,687,811,417,313,143,1587,1293,178,383,172,117,438,770,804,222,1025,1529",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
368,49,11.741,54.386,43.412,"539,161,1665,784,87,433,604,269,1104,1221,556,99,1150,432,1116,965,214,1119,912,595,716,189,1142,203,2672,791,1815,1268,1680,2260,2392,1816,1819,1154,1817,2658,1140,69,129,105,281,45,125,128,715,217,65,670,1713,542",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
370,49,19.325,98.327,34.817,"79,776,152,712,588,387,1712,190,591,63,265,587,320,714,749,118,34,11,1047,51,18,589,609,208,219,31,38,47,124,85,784,1762,3,1532,415,391,1576,427,15,420,390,604,636,2184,403,1828,1364,409,549,274",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
371,49,68.367,68.367,18.964,"632,510,799,184,1099,646,737,749,362,42,2228,1211,13,367,336,243,338,2109,107,795,2432,1024,764,173,79,152,2626,2507,2728,2526,354,1080,280,852,1406,96,2129,144,63,439,2251,19,2265,1642,1620,1611,1754,2066,2321,711",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
374,49,14.413,14.413,66.986,"1085,1727,93,1693,878,8,6,14,16,169,548,386,793,756,564,1500,712,689,693,201,1304,714,1212,1035,735,605,487,39,211,152,1136,871,333,916,446,892,863,172,185,516,165,336,291,522,872,789,168,281,49,817",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
375,49,18.165,94.683,21.718,"657,188,1933,520,1713,542,902,877,6,128,106,23,744,715,65,1116,1050,184,1406,58,14,1587,1110,85,644,178,274,721,1065,144,42,169,756,647,1299,27,43,1309,1229,2012,1042,866,991,429,113,665,1099,264,2723,466",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
376,49,19.028,19.028,63.41,"1012,431,1333,127,1688,1841,433,252,203,568,850,920,74,328,126,1208,1156,565,87,1266,1193,2334,1104,932,937,66,1140,536,51,734,291,41,1834,21,146,1399,522,1201,33,117,5,372,1151,222,515,165,34,788,1147,2175",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
377,49,6.181,27.503,72.804,"6,1451,133,866,285,1463,217,840,7,1299,337,429,742,116,492,1540,798,62,415,586,178,148,715,799,848,1624,63,1536,2056,42,43,219,1345,1916,439,536,30,41,9,11,589,609,1047,613,621,581,35,391,610,5",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
379,49,45.209,45.209,41.753,"196,372,284,91,923,836,337,1048,189,516,80,313,161,1360,875,896,118,164,1421,902,1393,922,763,59,336,509,126,1209,1143,537,496,1388,1832,754,1666,926,2136,1329,1208,2621,801,355,262,658,2159,203,884,1869,99,1842",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
380,49,21.296,79.622,39.034,"768,87,857,642,59,126,858,127,841,3035,194,1605,134,181,1266,1185,3455,1045,2091,1238,102,137,435,771,247,245,2067,122,830,1446,112,3423,58,712,922,2882,1019,897,714,894,490,2102,1968,912,837,164,1954,591,889,73",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
381,49,32.686,91.147,28.881,"39,49,86,377,770,21,28,478,1201,35,1257,145,896,815,167,306,90,888,791,1756,177,519,789,401,376,149,2449,640,687,1365,2094,1460,522,567,2744,367,156,2187,126,289,732,901,364,574,1593,2231,472,84,223,763",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
383,49,15.061,59.055,54.404,"448,165,1328,110,63,17,241,522,732,789,397,2640,907,956,2598,161,90,167,568,2100,383,888,120,320,291,2582,567,401,739,1593,895,920,3311,661,1869,31,1203,763,2281,164,186,437,127,1688,1200,2201,1055,118,500,1488",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
384,49,7.557,80.513,43.979,"1345,366,383,673,520,445,507,707,461,626,4,1195,1951,449,261,406,1043,872,387,372,215,807,1186,522,2157,1432,891,733,572,1928,826,1888,1744,1489,526,510,923,290,2634,112,281,546,313,123,800,535,485,705,794,1658",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
385,49,13.495,66.937,51.174,"25,313,1098,1649,892,791,501,285,2426,426,2401,278,1332,4,272,1068,1264,810,407,2065,828,873,350,1917,870,1586,2066,2321,500,520,1614,533,133,2215,1888,993,2984,1880,832,296,1524,2235,534,1756,1106,518,886,546,1644,1000",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
386,49,10.283,10.283,74.591,"123,543,439,448,825,526,558,270,28,1303,440,797,461,918,90,1527,266,594,471,551,2493,1951,1986,512,465,364,1749,1399,2108,1849,2924,473,2089,890,1982,1600,2830,509,1961,493,2646,3192,2675,504,224,1935,2671,1329,2911,369",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
388,49,9.177,66.64,49.265,"1384,1091,1854,779,601,210,1116,326,1577,432,1180,886,741,556,1811,1814,1744,911,1163,99,1809,1812,1813,1735,2260,3235,1140,1733,2186,1051,1063,1738,1052,683,1402,1419,410,614,1418,125,1844,339,3,618,727,768,642,386,359,476",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
389,49,23.482,57.895,55.843,"1844,387,582,333,2378,430,161,118,1346,138,1784,2777,2892,305,1355,572,483,828,59,552,1900,905,1748,791,147,739,606,901,658,473,628,1156,2914,691,2744,2094,164,732,1339,1059,1344,134,622,451,81,668,788,881,26,1387",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
390,49,43.833,89.393,27.221,"387,1382,1001,10,756,35,17,1342,771,60,712,1019,648,576,626,24,133,63,433,190,265,2467,632,795,1745,837,510,420,498,121,505,2154,636,295,1727,552,604,288,167,386,243,2344,871,889,244,1578,798,506,539,377",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
391,49,3.185,93.009,35.525,"639,485,421,772,688,217,1366,68,175,840,598,612,846,749,729,1155,1023,1069,200,2044,701,46,1796,15,740,786,4,670,760,1837,1838,1191,325,337,515,60,94,912,531,591,920,648,164,45,1072,1694,353,789,588,712",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
392,49,91.201,97.76,3.211,"588,1394,387,716,201,206,1652,623,738,2217,1039,674,714,865,1221,2290,1082,1605,132,181,1083,1697,1219,97,45,1467,435,214,670,487,205,581,583,995,634,1017,742,612,163,663,1620,697,719,217,1159,598,200,729,46,672",BERT4Rec,ml-1m,True,2048,25,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 08:50:59"
